DDInterID_A,Drug_A,DDInterID_B,Drug_B,Level
DDInter1215,Mifepristone,DDInter1125,Maraviroc,Moderate
DDInter1389,Papaverine,DDInter1125,Maraviroc,Moderate
DDInter1490,Polythiazide,DDInter1125,Maraviroc,Moderate
DDInter1666,Sildenafil,DDInter1125,Maraviroc,Moderate
DDInter1736,Tadalafil,DDInter1125,Maraviroc,Moderate
DDInter1767,Terazosin,DDInter1125,Maraviroc,Moderate
DDInter1836,Torasemide,DDInter1125,Maraviroc,Moderate
DDInter1861,Trichlormethiazide,DDInter1125,Maraviroc,Moderate
DDInter1125,Maraviroc,DDInter1897,Ulipristal,Moderate
DDInter1125,Maraviroc,DDInter1925,Vemurafenib,Moderate
DDInter1937,Vincristine,DDInter741,Flibanserin,Moderate
DDInter1937,Vincristine,DDInter559,Diiodohydroxyquinoline,Moderate
DDInter1937,Vincristine,DDInter1008,Ketoconazole,Major
DDInter1937,Vincristine,DDInter1209,Miconazole,Moderate
DDInter1937,Vincristine,DDInter1215,Mifepristone,Moderate
DDInter1937,Vincristine,DDInter1622,Rosuvastatin,Moderate
DDInter1937,Vincristine,DDInter1811,Tinidazole,Moderate
DDInter1937,Vincristine,DDInter1897,Ulipristal,Moderate
DDInter1130,Mecamylamine,DDInter1606,Ritodrine,Moderate
DDInter1666,Sildenafil,DDInter1130,Mecamylamine,Moderate
DDInter1130,Mecamylamine,DDInter1015,Lactic acid,Moderate
DDInter1130,Mecamylamine,DDInter1736,Tadalafil,Minor
DDInter1134,Meclizine,DDInter731,Fesoterodine,Moderate
DDInter1134,Meclizine,DDInter738,Flavoxate,Moderate
DDInter1134,Meclizine,DDInter741,Flibanserin,Moderate
DDInter1134,Meclizine,DDInter1365,Oxybutynin,Moderate
DDInter1134,Meclizine,DDInter1696,Solifenacin,Moderate
DDInter1134,Meclizine,DDInter1832,Tolterodine,Moderate
DDInter1134,Meclizine,DDInter1971,Zonisamide,Major
DDInter86,Amphotericin B (cholesteryl sulfate),DDInter1191,Methylprednisolone,Moderate
DDInter88,Amphotericin B (liposomal),DDInter1191,Methylprednisolone,Moderate
DDInter179,Bendroflumethiazide,DDInter1191,Methylprednisolone,Moderate
DDInter188,Benzthiazide,DDInter1191,Methylprednisolone,Moderate
DDInter440,Conjugated estrogens (topical),DDInter1191,Methylprednisolone,Moderate
DDInter545,Dienestrol (topical),DDInter1191,Methylprednisolone,Moderate
DDInter548,Diethylstilbestrol,DDInter1191,Methylprednisolone,Moderate
DDInter680,Estradiol (topical),DDInter1191,Methylprednisolone,Moderate
DDInter682,Estrone,DDInter1191,Methylprednisolone,Moderate
DDInter1191,Methylprednisolone,DDInter759,Fluoxymesterone,Moderate
DDInter790,Furosemide,DDInter1191,Methylprednisolone,Moderate
DDInter889,Hydroflumethiazide,DDInter1191,Methylprednisolone,Moderate
DDInter916,Indapamide,DDInter1191,Methylprednisolone,Moderate
DDInter1191,Methylprednisolone,DDInter1118,Magnesium hydroxide,Moderate
DDInter1167,Methazolamide,DDInter1191,Methylprednisolone,Moderate
DDInter1199,Metolazone,DDInter1191,Methylprednisolone,Moderate
DDInter1215,Mifepristone,DDInter1191,Methylprednisolone,Major
DDInter1191,Methylprednisolone,DDInter1490,Polythiazide,Moderate
DDInter1606,Ritodrine,DDInter1191,Methylprednisolone,Minor
DDInter1191,Methylprednisolone,DDInter1767,Terazosin,Moderate
DDInter1776,Testosterone (topical),DDInter1191,Methylprednisolone,Moderate
DDInter1836,Torasemide,DDInter1191,Methylprednisolone,Moderate
DDInter1191,Methylprednisolone,DDInter1861,Trichlormethiazide,Moderate
DDInter16,Acetohexamide,DDInter1137,Medroxyprogesterone acetate,Moderate
DDInter71,Aminoglutethimide,DDInter1137,Medroxyprogesterone acetate,Moderate
DDInter1137,Medroxyprogesterone acetate,DDInter90,Amprenavir,Major
DDInter1137,Medroxyprogesterone acetate,DDInter193,Berotralstat,Moderate
DDInter1137,Medroxyprogesterone acetate,DDInter221,Boceprevir,Major
DDInter256,Butabarbital,DDInter1137,Medroxyprogesterone acetate,Moderate
DDInter416,Clotrimazole,DDInter1137,Medroxyprogesterone acetate,Moderate
DDInter1137,Medroxyprogesterone acetate,DDInter614,Echinacea,Moderate
DDInter1137,Medroxyprogesterone acetate,DDInter648,Entrectinib,Moderate
DDInter1137,Medroxyprogesterone acetate,DDInter649,Enzalutamide,Moderate
DDInter1137,Medroxyprogesterone acetate,DDInter669,Ertugliflozin,Moderate
DDInter687,Etanercept,DDInter1137,Medroxyprogesterone acetate,Moderate
DDInter1137,Medroxyprogesterone acetate,DDInter703,Etravirine,Moderate
DDInter1137,Medroxyprogesterone acetate,DDInter706,Exenatide,Moderate
DDInter1137,Medroxyprogesterone acetate,DDInter714,Fedratinib,Moderate
DDInter1137,Medroxyprogesterone acetate,DDInter715,Felbamate,Moderate
DDInter1137,Medroxyprogesterone acetate,DDInter741,Flibanserin,Moderate
DDInter743,Fluconazole,DDInter1137,Medroxyprogesterone acetate,Moderate
DDInter770,Fluvoxamine,DDInter1137,Medroxyprogesterone acetate,Moderate
DDInter1137,Medroxyprogesterone acetate,DDInter777,Fosamprenavir,Major
DDInter1137,Medroxyprogesterone acetate,DDInter778,Fosaprepitant,Moderate
DDInter1137,Medroxyprogesterone acetate,DDInter783,Fosphenytoin,Moderate
DDInter1137,Medroxyprogesterone acetate,DDInter785,Fostamatinib,Moderate
DDInter1137,Medroxyprogesterone acetate,DDInter826,Glipizide,Moderate
DDInter1137,Medroxyprogesterone acetate,DDInter831,Glyburide,Moderate
DDInter1137,Medroxyprogesterone acetate,DDInter833,Glycerol phenylbutyrate,Moderate
DDInter1137,Medroxyprogesterone acetate,DDInter837,Golimumab,Moderate
DDInter842,Grepafloxacin,DDInter1137,Medroxyprogesterone acetate,Moderate
DDInter843,Griseofulvin,DDInter1137,Medroxyprogesterone acetate,Major
DDInter1137,Medroxyprogesterone acetate,DDInter849,Guselkumab,Moderate
DDInter1137,Medroxyprogesterone acetate,DDInter909,Imatinib,Moderate
DDInter917,Indinavir,DDInter1137,Medroxyprogesterone acetate,Minor
DDInter923,Infliximab,DDInter1137,Medroxyprogesterone acetate,Moderate
DDInter934,Insulin human,DDInter1137,Medroxyprogesterone acetate,Moderate
DDInter1137,Medroxyprogesterone acetate,DDInter928,Insulin aspart (aspart protamine),Moderate
DDInter940,Insulin lispro,DDInter1137,Medroxyprogesterone acetate,Moderate
DDInter941,Insulin lispro (protamine),DDInter1137,Medroxyprogesterone acetate,Moderate
DDInter939,Insulin human (zinc),DDInter1137,Medroxyprogesterone acetate,Moderate
DDInter938,Insulin human (zinc extended),DDInter1137,Medroxyprogesterone acetate,Moderate
DDInter1137,Medroxyprogesterone acetate,DDInter1087,Lonafarnib,Moderate
DDInter1137,Medroxyprogesterone acetate,DDInter1190,Methylphenobarbital,Moderate
DDInter1137,Medroxyprogesterone acetate,DDInter1201,Metreleptin,Moderate
DDInter1137,Medroxyprogesterone acetate,DDInter1209,Miconazole,Moderate
DDInter1137,Medroxyprogesterone acetate,DDInter1215,Mifepristone,Moderate
DDInter1217,Miglitol,DDInter1137,Medroxyprogesterone acetate,Moderate
DDInter1137,Medroxyprogesterone acetate,DDInter1269,Nateglinide,Moderate
DDInter1137,Medroxyprogesterone acetate,DDInter1274,Nefazodone,Moderate
DDInter1276,Nelfinavir,DDInter1137,Medroxyprogesterone acetate,Moderate
DDInter1137,Medroxyprogesterone acetate,DDInter1281,Neratinib,Moderate
DDInter1285,Nevirapine,DDInter1137,Medroxyprogesterone acetate,Moderate
DDInter1137,Medroxyprogesterone acetate,DDInter1293,Nilotinib,Moderate
DDInter1137,Medroxyprogesterone acetate,DDInter1335,Omacetaxine mepesuccinate,Moderate
DDInter1137,Medroxyprogesterone acetate,DDInter1360,Oxcarbazepine,Moderate
DDInter1404,Pegaspargase,DDInter1137,Medroxyprogesterone acetate,Moderate
DDInter1423,Pentobarbital,DDInter1137,Medroxyprogesterone acetate,Moderate
DDInter1137,Medroxyprogesterone acetate,DDInter1435,Pexidartinib,Major
DDInter1137,Medroxyprogesterone acetate,DDInter1451,Phenylbutazone,Moderate
DDInter1460,Phenytoin,DDInter1137,Medroxyprogesterone acetate,Moderate
DDInter1137,Medroxyprogesterone acetate,DDInter1472,Pioglitazone,Minor
DDInter1137,Medroxyprogesterone acetate,DDInter1494,Posaconazole,Moderate
DDInter1137,Medroxyprogesterone acetate,DDInter1504,Pralsetinib,Moderate
DDInter1137,Medroxyprogesterone acetate,DDInter1506,Pramlintide,Moderate
DDInter1137,Medroxyprogesterone acetate,DDInter1521,Primidone,Moderate
DDInter1137,Medroxyprogesterone acetate,DDInter1581,Repaglinide,Moderate
DDInter1137,Medroxyprogesterone acetate,DDInter1590,Rifampicin,Moderate
DDInter1137,Medroxyprogesterone acetate,DDInter1592,Rifapentine,Moderate
DDInter1137,Medroxyprogesterone acetate,DDInter1594,Rilonacept,Moderate
DDInter1621,Rosiglitazone,DDInter1137,Medroxyprogesterone acetate,Moderate
DDInter1137,Medroxyprogesterone acetate,DDInter1622,Rosuvastatin,Minor
DDInter1137,Medroxyprogesterone acetate,DDInter1627,Rufinamide,Moderate
DDInter1137,Medroxyprogesterone acetate,DDInter1643,Sarilumab,Moderate
DDInter1137,Medroxyprogesterone acetate,DDInter1644,Satralizumab,Moderate
DDInter1650,Secobarbital,DDInter1137,Medroxyprogesterone acetate,Moderate
DDInter1137,Medroxyprogesterone acetate,DDInter1652,Secukinumab,Moderate
DDInter1137,Medroxyprogesterone acetate,DDInter1658,Selpercatinib,Moderate
DDInter1137,Medroxyprogesterone acetate,DDInter1668,Siltuximab,Moderate
DDInter1137,Medroxyprogesterone acetate,DDInter1678,Sirolimus,Moderate
DDInter1137,Medroxyprogesterone acetate,DDInter1679,Sitagliptin,Moderate
DDInter1137,Medroxyprogesterone acetate,DDInter1698,Somapacitan,Moderate
DDInter1137,Medroxyprogesterone acetate,DDInter1700,Somatrem,Moderate
DDInter1699,Somatotropin,DDInter1137,Medroxyprogesterone acetate,Moderate
DDInter1137,Medroxyprogesterone acetate,DDInter1708,St. John's Wort,Moderate
DDInter1137,Medroxyprogesterone acetate,DDInter1711,Stiripentol,Moderate
DDInter1137,Medroxyprogesterone acetate,DDInter1719,Sugammadex,Major
DDInter1137,Medroxyprogesterone acetate,DDInter1726,Sulfinpyrazone,Moderate
DDInter1137,Medroxyprogesterone acetate,DDInter1735,Tacrolimus,Moderate
DDInter1137,Medroxyprogesterone acetate,DDInter1750,Tazemetostat,Moderate
DDInter1137,Medroxyprogesterone acetate,DDInter1755,Telaprevir,Major
DDInter1137,Medroxyprogesterone acetate,DDInter1758,Telithromycin,Moderate
DDInter1137,Medroxyprogesterone acetate,DDInter1760,Telotristat ethyl,Moderate
DDInter1137,Medroxyprogesterone acetate,DDInter1763,Temsirolimus,Moderate
DDInter1137,Medroxyprogesterone acetate,DDInter1771,Teriflunomide,Moderate
DDInter1137,Medroxyprogesterone acetate,DDInter1824,Tocilizumab,Moderate
DDInter1137,Medroxyprogesterone acetate,DDInter1826,Tolazamide,Moderate
DDInter1137,Medroxyprogesterone acetate,DDInter1828,Tolbutamide,Moderate
DDInter1881,Troglitazone,DDInter1137,Medroxyprogesterone acetate,Moderate
DDInter1137,Medroxyprogesterone acetate,DDInter1897,Ulipristal,Moderate
DDInter1137,Medroxyprogesterone acetate,DDInter1907,Ustekinumab,Moderate
DDInter1137,Medroxyprogesterone acetate,DDInter1925,Vemurafenib,Moderate
DDInter1946,Voriconazole,DDInter1137,Medroxyprogesterone acetate,Moderate
DDInter179,Bendroflumethiazide,DDInter1139,Mefenamic acid,Moderate
DDInter188,Benzthiazide,DDInter1139,Mefenamic acid,Moderate
DDInter790,Furosemide,DDInter1139,Mefenamic acid,Moderate
DDInter889,Hydroflumethiazide,DDInter1139,Mefenamic acid,Moderate
DDInter1139,Mefenamic acid,DDInter916,Indapamide,Moderate
DDInter1139,Mefenamic acid,DDInter1118,Magnesium hydroxide,Minor
DDInter1199,Metolazone,DDInter1139,Mefenamic acid,Moderate
DDInter1139,Mefenamic acid,DDInter1215,Mifepristone,Moderate
DDInter1139,Mefenamic acid,DDInter1490,Polythiazide,Moderate
DDInter1139,Mefenamic acid,DDInter1522,Probenecid,Minor
DDInter1139,Mefenamic acid,DDInter1725,Sulfasalazine,Moderate
DDInter1836,Torasemide,DDInter1139,Mefenamic acid,Moderate
DDInter1139,Mefenamic acid,DDInter1861,Trichlormethiazide,Moderate
DDInter1140,Mefloquine,DDInter1118,Magnesium hydroxide,Moderate
DDInter1140,Mefloquine,DDInter1202,Metronidazole,Minor
DDInter1140,Mefloquine,DDInter1215,Mifepristone,Major
DDInter1375,Oxytocin,DDInter1140,Mefloquine,Moderate
DDInter1140,Mefloquine,DDInter1389,Papaverine,Major
DDInter1140,Mefloquine,DDInter1606,Ritodrine,Moderate
DDInter1140,Mefloquine,DDInter1696,Solifenacin,Moderate
DDInter1140,Mefloquine,DDInter1925,Vemurafenib,Major
DDInter1140,Mefloquine,DDInter1971,Zonisamide,Moderate
DDInter1141,Megestrol acetate,DDInter16,Acetohexamide,Moderate
DDInter1141,Megestrol acetate,DDInter71,Aminoglutethimide,Moderate
DDInter1141,Megestrol acetate,DDInter193,Berotralstat,Moderate
DDInter1141,Megestrol acetate,DDInter221,Boceprevir,Moderate
DDInter256,Butabarbital,DDInter1141,Megestrol acetate,Moderate
DDInter1141,Megestrol acetate,DDInter614,Echinacea,Moderate
DDInter1141,Megestrol acetate,DDInter649,Enzalutamide,Moderate
DDInter1141,Megestrol acetate,DDInter669,Ertugliflozin,Moderate
DDInter1141,Megestrol acetate,DDInter674,Eslicarbazepine,Moderate
DDInter1141,Megestrol acetate,DDInter703,Etravirine,Minor
DDInter1141,Megestrol acetate,DDInter706,Exenatide,Moderate
DDInter1141,Megestrol acetate,DDInter714,Fedratinib,Moderate
DDInter1141,Megestrol acetate,DDInter715,Felbamate,Moderate
DDInter1141,Megestrol acetate,DDInter778,Fosaprepitant,Moderate
DDInter1141,Megestrol acetate,DDInter783,Fosphenytoin,Moderate
DDInter1141,Megestrol acetate,DDInter785,Fostamatinib,Moderate
DDInter1141,Megestrol acetate,DDInter826,Glipizide,Moderate
DDInter1141,Megestrol acetate,DDInter831,Glyburide,Moderate
DDInter1141,Megestrol acetate,DDInter843,Griseofulvin,Moderate
DDInter934,Insulin human,DDInter1141,Megestrol acetate,Moderate
DDInter1141,Megestrol acetate,DDInter928,Insulin aspart (aspart protamine),Moderate
DDInter940,Insulin lispro,DDInter1141,Megestrol acetate,Moderate
DDInter941,Insulin lispro (protamine),DDInter1141,Megestrol acetate,Moderate
DDInter939,Insulin human (zinc),DDInter1141,Megestrol acetate,Moderate
DDInter938,Insulin human (zinc extended),DDInter1141,Megestrol acetate,Moderate
DDInter1141,Megestrol acetate,DDInter1087,Lonafarnib,Moderate
DDInter1141,Megestrol acetate,DDInter1190,Methylphenobarbital,Moderate
DDInter1141,Megestrol acetate,DDInter1215,Mifepristone,Moderate
DDInter1141,Megestrol acetate,DDInter1217,Miglitol,Moderate
DDInter1141,Megestrol acetate,DDInter1256,Nafcillin,Moderate
DDInter1141,Megestrol acetate,DDInter1269,Nateglinide,Moderate
DDInter1285,Nevirapine,DDInter1141,Megestrol acetate,Moderate
DDInter1141,Megestrol acetate,DDInter1293,Nilotinib,Moderate
DDInter1141,Megestrol acetate,DDInter1335,Omacetaxine mepesuccinate,Moderate
DDInter1141,Megestrol acetate,DDInter1360,Oxcarbazepine,Moderate
DDInter1423,Pentobarbital,DDInter1141,Megestrol acetate,Moderate
DDInter1141,Megestrol acetate,DDInter1435,Pexidartinib,Moderate
DDInter1141,Megestrol acetate,DDInter1442,Phenobarbital,Moderate
DDInter1141,Megestrol acetate,DDInter1451,Phenylbutazone,Moderate
DDInter1460,Phenytoin,DDInter1141,Megestrol acetate,Moderate
DDInter1141,Megestrol acetate,DDInter1494,Posaconazole,Moderate
DDInter1141,Megestrol acetate,DDInter1506,Pramlintide,Moderate
DDInter1141,Megestrol acetate,DDInter1521,Primidone,Moderate
DDInter1141,Megestrol acetate,DDInter1590,Rifampicin,Moderate
DDInter1141,Megestrol acetate,DDInter1592,Rifapentine,Moderate
DDInter1141,Megestrol acetate,DDInter1621,Rosiglitazone,Moderate
DDInter1141,Megestrol acetate,DDInter1626,Rucaparib,Moderate
DDInter1141,Megestrol acetate,DDInter1627,Rufinamide,Moderate
DDInter1141,Megestrol acetate,DDInter1650,Secobarbital,Moderate
DDInter1141,Megestrol acetate,DDInter1658,Selpercatinib,Moderate
DDInter1141,Megestrol acetate,DDInter1698,Somapacitan,Moderate
DDInter1141,Megestrol acetate,DDInter1700,Somatrem,Moderate
DDInter1699,Somatotropin,DDInter1141,Megestrol acetate,Moderate
DDInter1141,Megestrol acetate,DDInter1708,St. John's Wort,Moderate
DDInter1141,Megestrol acetate,DDInter1726,Sulfinpyrazone,Moderate
DDInter1141,Megestrol acetate,DDInter1750,Tazemetostat,Moderate
DDInter1141,Megestrol acetate,DDInter1755,Telaprevir,Moderate
DDInter1141,Megestrol acetate,DDInter1758,Telithromycin,Moderate
DDInter1141,Megestrol acetate,DDInter1760,Telotristat ethyl,Moderate
DDInter1141,Megestrol acetate,DDInter1789,Thalidomide,Major
DDInter1141,Megestrol acetate,DDInter1826,Tolazamide,Moderate
DDInter1141,Megestrol acetate,DDInter1828,Tolbutamide,Moderate
DDInter1881,Troglitazone,DDInter1141,Megestrol acetate,Moderate
DDInter1141,Megestrol acetate,DDInter1925,Vemurafenib,Moderate
DDInter1141,Megestrol acetate,DDInter1946,Voriconazole,Moderate
DDInter179,Bendroflumethiazide,DDInter1143,Meloxicam,Moderate
DDInter188,Benzthiazide,DDInter1143,Meloxicam,Moderate
DDInter790,Furosemide,DDInter1143,Meloxicam,Moderate
DDInter889,Hydroflumethiazide,DDInter1143,Meloxicam,Moderate
DDInter916,Indapamide,DDInter1143,Meloxicam,Moderate
DDInter1199,Metolazone,DDInter1143,Meloxicam,Moderate
DDInter1143,Meloxicam,DDInter1215,Mifepristone,Moderate
DDInter1143,Meloxicam,DDInter1490,Polythiazide,Moderate
DDInter1143,Meloxicam,DDInter1522,Probenecid,Minor
DDInter1725,Sulfasalazine,DDInter1143,Meloxicam,Moderate
DDInter1836,Torasemide,DDInter1143,Meloxicam,Moderate
DDInter1143,Meloxicam,DDInter1861,Trichlormethiazide,Moderate
DDInter86,Amphotericin B (cholesteryl sulfate),DDInter1144,Melphalan,Moderate
DDInter88,Amphotericin B (liposomal),DDInter1144,Melphalan,Moderate
DDInter1146,Memantine,DDInter738,Flavoxate,Moderate
DDInter1146,Memantine,DDInter1365,Oxybutynin,Moderate
DDInter1146,Memantine,DDInter1696,Solifenacin,Moderate
DDInter1832,Tolterodine,DDInter1146,Memantine,Moderate
DDInter179,Bendroflumethiazide,DDInter1149,Mepenzolate,Minor
DDInter188,Benzthiazide,DDInter1149,Mepenzolate,Minor
DDInter1149,Mepenzolate,DDInter731,Fesoterodine,Moderate
DDInter738,Flavoxate,DDInter1149,Mepenzolate,Moderate
DDInter889,Hydroflumethiazide,DDInter1149,Mepenzolate,Minor
DDInter916,Indapamide,DDInter1149,Mepenzolate,Minor
DDInter1199,Metolazone,DDInter1149,Mepenzolate,Minor
DDInter1365,Oxybutynin,DDInter1149,Mepenzolate,Moderate
DDInter1490,Polythiazide,DDInter1149,Mepenzolate,Minor
DDInter1696,Solifenacin,DDInter1149,Mepenzolate,Moderate
DDInter1832,Tolterodine,DDInter1149,Mepenzolate,Moderate
DDInter1861,Trichlormethiazide,DDInter1149,Mepenzolate,Minor
DDInter1971,Zonisamide,DDInter1149,Mepenzolate,Major
DDInter179,Bendroflumethiazide,DDInter1150,Meperidine,Moderate
DDInter1150,Meperidine,DDInter188,Benzthiazide,Moderate
DDInter1150,Meperidine,DDInter731,Fesoterodine,Moderate
DDInter1150,Meperidine,DDInter738,Flavoxate,Moderate
DDInter1150,Meperidine,DDInter741,Flibanserin,Moderate
DDInter1150,Meperidine,DDInter790,Furosemide,Moderate
DDInter1150,Meperidine,DDInter889,Hydroflumethiazide,Moderate
DDInter1150,Meperidine,DDInter916,Indapamide,Moderate
DDInter1150,Meperidine,DDInter1199,Metolazone,Moderate
DDInter1150,Meperidine,DDInter1365,Oxybutynin,Moderate
DDInter1150,Meperidine,DDInter1490,Polythiazide,Moderate
DDInter1666,Sildenafil,DDInter1150,Meperidine,Moderate
DDInter1150,Meperidine,DDInter1667,Silodosin,Moderate
DDInter1150,Meperidine,DDInter1696,Solifenacin,Moderate
DDInter1150,Meperidine,DDInter1767,Terazosin,Moderate
DDInter1150,Meperidine,DDInter1832,Tolterodine,Moderate
DDInter1150,Meperidine,DDInter1971,Zonisamide,Moderate
DDInter1190,Methylphenobarbital,DDInter664,Ergometrine,Moderate
DDInter680,Estradiol (topical),DDInter1190,Methylphenobarbital,Moderate
DDInter682,Estrone,DDInter1190,Methylphenobarbital,Moderate
DDInter701,Etonogestrel,DDInter1190,Methylphenobarbital,Moderate
DDInter1190,Methylphenobarbital,DDInter731,Fesoterodine,Moderate
DDInter1190,Methylphenobarbital,DDInter738,Flavoxate,Moderate
DDInter1190,Methylphenobarbital,DDInter741,Flibanserin,Moderate
DDInter1187,Methylergometrine,DDInter1190,Methylphenobarbital,Moderate
DDInter1215,Mifepristone,DDInter1190,Methylphenobarbital,Moderate
DDInter1190,Methylphenobarbital,DDInter1229,Mirabegron,Minor
DDInter1190,Methylphenobarbital,DDInter1315,Norgestrel,Moderate
DDInter1529,Progesterone,DDInter1190,Methylphenobarbital,Moderate
DDInter1530,Progesterone (topical),DDInter1190,Methylphenobarbital,Moderate
DDInter1666,Sildenafil,DDInter1190,Methylphenobarbital,Moderate
DDInter1190,Methylphenobarbital,DDInter1667,Silodosin,Moderate
DDInter1190,Methylphenobarbital,DDInter1696,Solifenacin,Moderate
DDInter1736,Tadalafil,DDInter1190,Methylphenobarbital,Moderate
DDInter1190,Methylphenobarbital,DDInter1811,Tinidazole,Moderate
DDInter1190,Methylphenobarbital,DDInter1897,Ulipristal,Moderate
DDInter1190,Methylphenobarbital,DDInter1925,Vemurafenib,Moderate
DDInter1190,Methylphenobarbital,DDInter1971,Zonisamide,Moderate
DDInter1725,Sulfasalazine,DDInter1156,Mercaptopurine,Moderate
DDInter179,Bendroflumethiazide,DDInter1346,Orciprenaline,Moderate
DDInter188,Benzthiazide,DDInter1346,Orciprenaline,Moderate
DDInter790,Furosemide,DDInter1346,Orciprenaline,Moderate
DDInter889,Hydroflumethiazide,DDInter1346,Orciprenaline,Moderate
DDInter916,Indapamide,DDInter1346,Orciprenaline,Moderate
DDInter1167,Methazolamide,DDInter1346,Orciprenaline,Moderate
DDInter1199,Metolazone,DDInter1346,Orciprenaline,Moderate
DDInter1346,Orciprenaline,DDInter1215,Mifepristone,Major
DDInter1375,Oxytocin,DDInter1346,Orciprenaline,Moderate
DDInter1346,Orciprenaline,DDInter1490,Polythiazide,Moderate
DDInter1346,Orciprenaline,DDInter1606,Ritodrine,Moderate
DDInter1346,Orciprenaline,DDInter1696,Solifenacin,Moderate
DDInter1836,Torasemide,DDInter1346,Orciprenaline,Moderate
DDInter1346,Orciprenaline,DDInter1861,Trichlormethiazide,Moderate
DDInter1346,Orciprenaline,DDInter1925,Vemurafenib,Major
DDInter1163,Metaxalone,DDInter738,Flavoxate,Moderate
DDInter1163,Metaxalone,DDInter741,Flibanserin,Moderate
DDInter1163,Metaxalone,DDInter1667,Silodosin,Moderate
DDInter1163,Metaxalone,DDInter1861,Trichlormethiazide,Moderate
DDInter1163,Metaxalone,DDInter1971,Zonisamide,Moderate
DDInter1161,Metamfetamine,DDInter80,Ammonium chloride,Moderate
DDInter1161,Metamfetamine,DDInter1118,Magnesium hydroxide,Moderate
DDInter1161,Metamfetamine,DDInter1229,Mirabegron,Moderate
DDInter1606,Ritodrine,DDInter1161,Metamfetamine,Moderate
DDInter1161,Metamfetamine,DDInter1015,Lactic acid,Moderate
DDInter1161,Metamfetamine,DDInter1925,Vemurafenib,Moderate
DDInter16,Acetohexamide,DDInter1167,Methazolamide,Moderate
DDInter86,Amphotericin B (cholesteryl sulfate),DDInter1167,Methazolamide,Moderate
DDInter88,Amphotericin B (liposomal),DDInter1167,Methazolamide,Moderate
DDInter1167,Methazolamide,DDInter135,Atracurium,Moderate
DDInter1167,Methazolamide,DDInter787,Frangula purshiana bark,Moderate
DDInter1167,Methazolamide,DDInter307,Castor oil,Moderate
DDInter385,Cisapride,DDInter1167,Methazolamide,Major
DDInter498,Demeclocycline,DDInter1167,Methazolamide,Minor
DDInter1167,Methazolamide,DDInter551,Diflunisal,Minor
DDInter1167,Methazolamide,DDInter553,Digitoxin,Moderate
DDInter1167,Methazolamide,DDInter590,Doxacurium,Moderate
DDInter1167,Methazolamide,DDInter657,Epoprostenol,Moderate
DDInter1167,Methazolamide,DDInter669,Ertugliflozin,Moderate
DDInter1167,Methazolamide,DDInter672,Escitalopram,Moderate
DDInter1167,Methazolamide,DDInter674,Eslicarbazepine,Moderate
DDInter1167,Methazolamide,DDInter677,Estazolam,Moderate
DDInter1167,Methazolamide,DDInter706,Exenatide,Moderate
DDInter1167,Methazolamide,DDInter720,Fenoldopam,Moderate
DDInter747,Fludrocortisone,DDInter1167,Methazolamide,Moderate
DDInter762,Flurazepam,DDInter1167,Methazolamide,Moderate
DDInter770,Fluvoxamine,DDInter1167,Methazolamide,Moderate
DDInter781,Fosinopril,DDInter1167,Methazolamide,Moderate
DDInter1167,Methazolamide,DDInter808,Garlic,Minor
DDInter1167,Methazolamide,DDInter826,Glipizide,Moderate
DDInter1167,Methazolamide,DDInter831,Glyburide,Moderate
DDInter1167,Methazolamide,DDInter832,Glycerin,Moderate
DDInter1167,Methazolamide,DDInter850,Halazepam,Moderate
DDInter1167,Methazolamide,DDInter908,Iloprost,Moderate
DDInter1167,Methazolamide,DDInter915,Indacaterol,Moderate
DDInter1167,Methazolamide,DDInter919,Indium In-111 pentetate,Moderate
DDInter934,Insulin human,DDInter1167,Methazolamide,Moderate
DDInter1167,Methazolamide,DDInter928,Insulin aspart (aspart protamine),Moderate
DDInter940,Insulin lispro,DDInter1167,Methazolamide,Moderate
DDInter941,Insulin lispro (protamine),DDInter1167,Methazolamide,Moderate
DDInter939,Insulin human (zinc),DDInter1167,Methazolamide,Moderate
DDInter938,Insulin human (zinc extended),DDInter1167,Methazolamide,Moderate
DDInter1167,Methazolamide,DDInter957,Iodipamide,Moderate
DDInter1167,Methazolamide,DDInter958,Iodixanol,Moderate
DDInter1167,Methazolamide,DDInter960,Iohexol,Moderate
DDInter1167,Methazolamide,DDInter966,Ioversol,Moderate
DDInter1167,Methazolamide,DDInter967,Ioxilan,Moderate
DDInter1167,Methazolamide,DDInter974,Irinotecan (liposomal),Moderate
DDInter982,Isoetharine,DDInter1167,Methazolamide,Moderate
DDInter1167,Methazolamide,DDInter1016,Lactitol,Moderate
DDInter1018,Lactulose,DDInter1167,Methazolamide,Moderate
DDInter1167,Methazolamide,DDInter1043,Levacetylmethadol,Major
DDInter1167,Methazolamide,DDInter1065,Licorice,Moderate
DDInter1167,Methazolamide,DDInter1115,Magnesium citrate,Moderate
DDInter1167,Methazolamide,DDInter1118,Magnesium hydroxide,Moderate
DDInter1167,Methazolamide,DDInter1198,Metocurine,Moderate
DDInter1212,Midazolam,DDInter1167,Methazolamide,Moderate
DDInter1217,Miglitol,DDInter1167,Methazolamide,Moderate
DDInter1167,Methazolamide,DDInter1220,Milnacipran,Moderate
DDInter1167,Methazolamide,DDInter1223,Mineral oil,Moderate
DDInter1167,Methazolamide,DDInter1269,Nateglinide,Moderate
