DDInterID_A,Drug_A,DDInterID_B,Drug_B,Level
DDInter359,Chloroquine,DDInter15,Acetazolamide,Moderate
DDInter363,Chlorpromazine,DDInter15,Acetazolamide,Moderate
DDInter364,Chlorpropamide,DDInter15,Acetazolamide,Moderate
DDInter365,Chlorthalidone,DDInter15,Acetazolamide,Minor
DDInter15,Acetazolamide,DDInter370,Choline salicylate,Major
DDInter385,Cisapride,DDInter15,Acetazolamide,Major
DDInter386,Cisatracurium,DDInter15,Acetazolamide,Moderate
DDInter388,Citalopram,DDInter15,Acetazolamide,Moderate
DDInter401,Clobazam,DDInter15,Acetazolamide,Moderate
DDInter15,Acetazolamide,DDInter410,Clomipramine,Minor
DDInter15,Acetazolamide,DDInter411,Clonazepam,Moderate
DDInter414,Clorazepic acid,DDInter15,Acetazolamide,Moderate
DDInter419,Clozapine,DDInter15,Acetazolamide,Moderate
DDInter15,Acetazolamide,DDInter445,Corticotropin,Moderate
DDInter15,Acetazolamide,DDInter1782,Tetracosactide,Moderate
DDInter458,Cyclosporine,DDInter15,Acetazolamide,Moderate
DDInter15,Acetazolamide,DDInter474,Dapagliflozin,Moderate
DDInter15,Acetazolamide,DDInter492,Deflazacort,Moderate
DDInter498,Demeclocycline,DDInter15,Acetazolamide,Minor
DDInter15,Acetazolamide,DDInter504,Desipramine,Minor
DDInter15,Acetazolamide,DDInter511,Desvenlafaxine,Moderate
DDInter15,Acetazolamide,DDInter513,Dexamethasone,Moderate
DDInter533,Diatrizoate,DDInter15,Acetazolamide,Moderate
DDInter15,Acetazolamide,DDInter534,Diazepam,Moderate
DDInter15,Acetazolamide,DDInter540,Diclofenamide,Major
DDInter15,Acetazolamide,DDInter551,Diflunisal,Minor
DDInter15,Acetazolamide,DDInter553,Digitoxin,Moderate
DDInter554,Digoxin,DDInter15,Acetazolamide,Moderate
DDInter575,Disopyramide,DDInter15,Acetazolamide,Moderate
DDInter580,Dofetilide,DDInter15,Acetazolamide,Major
DDInter15,Acetazolamide,DDInter588,Dorzolamide (ophthalmic),Moderate
DDInter15,Acetazolamide,DDInter593,Doxepin,Minor
DDInter15,Acetazolamide,DDInter594,Doxepin (topical),Minor
DDInter598,Doxycycline,DDInter15,Acetazolamide,Minor
DDInter15,Acetazolamide,DDInter602,Dronedarone,Major
DDInter603,Droperidol,DDInter15,Acetazolamide,Major
DDInter15,Acetazolamide,DDInter607,Dulaglutide,Moderate
DDInter608,Duloxetine,DDInter15,Acetazolamide,Moderate
DDInter15,Acetazolamide,DDInter636,Empagliflozin,Moderate
DDInter638,Enalapril,DDInter15,Acetazolamide,Moderate
DDInter15,Acetazolamide,DDInter657,Epoprostenol,Moderate
DDInter15,Acetazolamide,DDInter669,Ertugliflozin,Moderate
DDInter15,Acetazolamide,DDInter672,Escitalopram,Moderate
DDInter15,Acetazolamide,DDInter674,Eslicarbazepine,Moderate
DDInter15,Acetazolamide,DDInter677,Estazolam,Moderate
DDInter15,Acetazolamide,DDInter706,Exenatide,Moderate
DDInter720,Fenoldopam,DDInter15,Acetazolamide,Moderate
DDInter747,Fludrocortisone,DDInter15,Acetazolamide,Moderate
DDInter758,Fluoxetine,DDInter15,Acetazolamide,Moderate
DDInter760,Fluphenazine,DDInter15,Acetazolamide,Moderate
DDInter762,Flurazepam,DDInter15,Acetazolamide,Moderate
DDInter770,Fluvoxamine,DDInter15,Acetazolamide,Moderate
DDInter15,Acetazolamide,DDInter776,Formoterol,Moderate
DDInter781,Fosinopril,DDInter15,Acetazolamide,Moderate
DDInter15,Acetazolamide,DDInter808,Garlic,Minor
DDInter15,Acetazolamide,DDInter819,Ginkgo biloba,Moderate
DDInter825,Glimepiride,DDInter15,Acetazolamide,Moderate
DDInter15,Acetazolamide,DDInter826,Glipizide,Moderate
DDInter15,Acetazolamide,DDInter831,Glyburide,Moderate
DDInter15,Acetazolamide,DDInter832,Glycerin,Moderate
DDInter15,Acetazolamide,DDInter847,Guanfacine,Moderate
DDInter850,Halazepam,DDInter15,Acetazolamide,Moderate
DDInter853,Haloperidol,DDInter15,Acetazolamide,Moderate
DDInter885,Hydrocortisone,DDInter15,Acetazolamide,Moderate
DDInter15,Acetazolamide,DDInter893,Hydroxychloroquine,Moderate
DDInter15,Acetazolamide,DDInter908,Iloprost,Moderate
DDInter912,Imipramine,DDInter15,Acetazolamide,Minor
DDInter15,Acetazolamide,DDInter915,Indacaterol,Moderate
DDInter15,Acetazolamide,DDInter919,Indium In-111 pentetate,Moderate
DDInter934,Insulin human,DDInter15,Acetazolamide,Moderate
DDInter15,Acetazolamide,DDInter929,Insulin aspart (aspart),Moderate
DDInter15,Acetazolamide,DDInter928,Insulin aspart (aspart protamine),Moderate
DDInter15,Acetazolamide,DDInter931,Insulin detemir,Moderate
DDInter932,Insulin glargine,DDInter15,Acetazolamide,Moderate
DDInter15,Acetazolamide,DDInter933,Insulin glulisine,Moderate
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter15,Acetazolamide,Moderate
DDInter936,Insulin human (isophane),DDInter15,Acetazolamide,Moderate
DDInter940,Insulin lispro,DDInter15,Acetazolamide,Moderate
DDInter941,Insulin lispro (protamine),DDInter15,Acetazolamide,Moderate
DDInter937,Insulin human (regular),DDInter15,Acetazolamide,Moderate
DDInter939,Insulin human (zinc),DDInter15,Acetazolamide,Moderate
DDInter938,Insulin human (zinc extended),DDInter15,Acetazolamide,Moderate
DDInter15,Acetazolamide,DDInter957,Iodipamide,Moderate
DDInter15,Acetazolamide,DDInter958,Iodixanol,Moderate
DDInter15,Acetazolamide,DDInter960,Iohexol,Moderate
DDInter15,Acetazolamide,DDInter961,Iopamidol,Moderate
DDInter15,Acetazolamide,DDInter964,Iopromide,Moderate
DDInter15,Acetazolamide,DDInter965,Iothalamic acid,Moderate
DDInter15,Acetazolamide,DDInter966,Ioversol,Moderate
DDInter15,Acetazolamide,DDInter967,Ioxilan,Moderate
DDInter973,Irinotecan,DDInter15,Acetazolamide,Moderate
DDInter974,Irinotecan (liposomal),DDInter15,Acetazolamide,Moderate
DDInter982,Isoetharine,DDInter15,Acetazolamide,Moderate
DDInter15,Acetazolamide,DDInter1016,Lactitol,Moderate
DDInter1018,Lactulose,DDInter15,Acetazolamide,Moderate
DDInter15,Acetazolamide,DDInter1063,Levosalbutamol,Moderate
DDInter15,Acetazolamide,DDInter1054,Levodopa,Moderate
DDInter15,Acetazolamide,DDInter1043,Levacetylmethadol,Major
DDInter15,Acetazolamide,DDInter1059,Levomilnacipran,Moderate
DDInter15,Acetazolamide,DDInter1065,Licorice,Moderate
DDInter15,Acetazolamide,DDInter1070,Linagliptin,Moderate
DDInter15,Acetazolamide,DDInter1077,Liraglutide,Moderate
DDInter1079,Lisinopril,DDInter15,Acetazolamide,Moderate
DDInter15,Acetazolamide,DDInter1081,Lithium carbonate,Minor
DDInter15,Acetazolamide,DDInter1082,Lixisenatide,Moderate
DDInter15,Acetazolamide,DDInter1083,Lofexidine,Moderate
DDInter1092,Lorazepam,DDInter15,Acetazolamide,Moderate
DDInter15,Acetazolamide,DDInter1115,Magnesium citrate,Moderate
DDInter15,Acetazolamide,DDInter1118,Magnesium hydroxide,Moderate
DDInter15,Acetazolamide,DDInter1146,Memantine,Minor
DDInter1346,Orciprenaline,DDInter15,Acetazolamide,Moderate
DDInter1164,Metformin,DDInter15,Acetazolamide,Major
DDInter1167,Methazolamide,DDInter15,Acetazolamide,Major
DDInter15,Acetazolamide,DDInter1169,Methenamine,Moderate
DDInter1177,Methoxsalen,DDInter15,Acetazolamide,Moderate
DDInter15,Acetazolamide,DDInter1182,Methyl aminolevulinate (topical),Moderate
DDInter15,Acetazolamide,DDInter1191,Methylprednisolone,Moderate
DDInter1212,Midazolam,DDInter15,Acetazolamide,Moderate
DDInter1217,Miglitol,DDInter15,Acetazolamide,Moderate
DDInter15,Acetazolamide,DDInter1220,Milnacipran,Moderate
DDInter15,Acetazolamide,DDInter1223,Mineral oil,Moderate
DDInter15,Acetazolamide,DDInter1224,Minocycline,Minor
DDInter15,Acetazolamide,DDInter1235,Mivacurium,Moderate
DDInter1237,Moexipril,DDInter15,Acetazolamide,Moderate
DDInter1269,Nateglinide,DDInter15,Acetazolamide,Moderate
DDInter15,Acetazolamide,DDInter1274,Nefazodone,Moderate
DDInter1316,Nortriptyline,DDInter15,Acetazolamide,Minor
DDInter15,Acetazolamide,DDInter1331,Olodaterol,Moderate
DDInter15,Acetazolamide,DDInter1359,Oxazepam,Moderate
DDInter1374,Oxytetracycline,DDInter15,Acetazolamide,Minor
DDInter15,Acetazolamide,DDInter1381,Paliperidone,Moderate
DDInter15,Acetazolamide,DDInter1385,Pancuronium,Moderate
DDInter1397,Paroxetine,DDInter15,Acetazolamide,Moderate
DDInter1431,Perindopril,DDInter15,Acetazolamide,Moderate
DDInter15,Acetazolamide,DDInter1443,Phenolphthalein,Moderate
DDInter15,Acetazolamide,DDInter1470,Pimozide,Major
DDInter15,Acetazolamide,DDInter1472,Pioglitazone,Moderate
DDInter15,Acetazolamide,DDInter1476,Pirbuterol,Moderate
DDInter15,Acetazolamide,DDInter1488,Polyethylene glycol (3350),Moderate
DDInter15,Acetazolamide,DDInter1487,Polyethylene glycol (3350 with electrolytes),Moderate
DDInter1493,Porfimer sodium,DDInter15,Acetazolamide,Moderate
DDInter15,Acetazolamide,DDInter1506,Pramlintide,Moderate
DDInter15,Acetazolamide,DDInter1513,Prednisolone,Moderate
DDInter1515,Prednisone,DDInter15,Acetazolamide,Moderate
DDInter1521,Primidone,DDInter15,Acetazolamide,Moderate
DDInter1532,Promazine,DDInter15,Acetazolamide,Moderate
DDInter1543,Protriptyline,DDInter15,Acetazolamide,Minor
DDInter15,Acetazolamide,DDInter1552,Quazepam,Moderate
DDInter15,Acetazolamide,DDInter1554,Quinapril,Moderate
DDInter15,Acetazolamide,DDInter1556,Quinidine,Moderate
DDInter1565,Ramipril,DDInter15,Acetazolamide,Moderate
DDInter15,Acetazolamide,DDInter1580,Remimazolam,Moderate
DDInter15,Acetazolamide,DDInter1581,Repaglinide,Moderate
DDInter1605,Risperidone,DDInter15,Acetazolamide,Moderate
DDInter1612,Rocuronium,DDInter15,Acetazolamide,Moderate
DDInter1621,Rosiglitazone,DDInter15,Acetazolamide,Moderate
DDInter15,Acetazolamide,DDInter1635,Salmeterol,Moderate
DDInter15,Acetazolamide,DDInter1637,Salsalate,Major
DDInter15,Acetazolamide,DDInter1646,Saxagliptin,Moderate
DDInter15,Acetazolamide,DDInter1656,Selexipag,Moderate
DDInter15,Acetazolamide,DDInter1660,Semaglutide,Moderate
DDInter15,Acetazolamide,DDInter1662,Sertraline,Moderate
DDInter15,Acetazolamide,DDInter1665,Sibutramine,Moderate
DDInter1666,Sildenafil,DDInter15,Acetazolamide,Moderate
DDInter15,Acetazolamide,DDInter1679,Sitagliptin,Moderate
DDInter15,Acetazolamide,DDInter1306,Nitrous acid,Moderate
DDInter15,Acetazolamide,DDInter1633,Salicylic acid (sodium),Major
DDInter1716,Succinylcholine,DDInter15,Acetazolamide,Moderate
DDInter15,Acetazolamide,DDInter1736,Tadalafil,Minor
DDInter1761,Temazepam,DDInter15,Acetazolamide,Moderate
DDInter15,Acetazolamide,DDInter1769,Terbutaline,Moderate
DDInter1783,Tetracycline,DDInter15,Acetazolamide,Minor
DDInter1796,Thioridazine,DDInter15,Acetazolamide,Moderate
DDInter1821,Tizanidine,DDInter15,Acetazolamide,Moderate
DDInter15,Acetazolamide,DDInter1826,Tolazamide,Moderate
DDInter15,Acetazolamide,DDInter1828,Tolbutamide,Moderate
DDInter1834,Topiramate,DDInter15,Acetazolamide,Major
DDInter1843,Trandolapril,DDInter15,Acetazolamide,Moderate
DDInter1852,Treprostinil,DDInter15,Acetazolamide,Moderate
DDInter1855,Triamcinolone,DDInter15,Acetazolamide,Moderate
DDInter15,Acetazolamide,DDInter1860,Triazolam,Moderate
DDInter15,Acetazolamide,DDInter1866,Trifluoperazine,Moderate
DDInter1876,Trimipramine,DDInter15,Acetazolamide,Minor
DDInter1881,Troglitazone,DDInter15,Acetazolamide,Moderate
DDInter15,Acetazolamide,DDInter1918,Vardenafil,Moderate
DDInter15,Acetazolamide,DDInter1922,Vecuronium,Moderate
DDInter1927,Venlafaxine,DDInter15,Acetazolamide,Moderate
DDInter1929,Verteporfin,DDInter15,Acetazolamide,Moderate
DDInter15,Acetazolamide,DDInter1935,Vilazodone,Moderate
DDInter15,Acetazolamide,DDInter1948,Vortioxetine,Moderate
DDInter1967,Ziprasidone,DDInter15,Acetazolamide,Major
DDInter15,Acetazolamide,DDInter1971,Zonisamide,Major
DDInter480,Darifenacin,DDInter18,Acetylcholine,Moderate
DDInter738,Flavoxate,DDInter18,Acetylcholine,Moderate
DDInter1365,Oxybutynin,DDInter18,Acetylcholine,Moderate
DDInter1696,Solifenacin,DDInter18,Acetylcholine,Moderate
DDInter1832,Tolterodine,DDInter18,Acetylcholine,Moderate
DDInter1886,Trospium,DDInter18,Acetylcholine,Moderate
DDInter44,Alfuzosin,DDInter712,Famotidine,Moderate
DDInter109,Apomorphine,DDInter712,Famotidine,Moderate
DDInter712,Famotidine,DDInter900,Ibuprofen,Minor
DDInter712,Famotidine,DDInter1008,Ketoconazole,Moderate
DDInter712,Famotidine,DDInter1118,Magnesium hydroxide,Minor
DDInter1202,Metronidazole,DDInter712,Famotidine,Minor
DDInter1215,Mifepristone,DDInter712,Famotidine,Moderate
DDInter1266,Naproxen,DDInter712,Famotidine,Moderate
DDInter1375,Oxytocin,DDInter712,Famotidine,Moderate
DDInter712,Famotidine,DDInter1522,Probenecid,Minor
DDInter1606,Ritodrine,DDInter712,Famotidine,Moderate
DDInter712,Famotidine,DDInter1696,Solifenacin,Moderate
DDInter712,Famotidine,DDInter1724,Sulfamethoxazole,Minor
DDInter1918,Vardenafil,DDInter712,Famotidine,Moderate
DDInter712,Famotidine,DDInter1925,Vemurafenib,Moderate
DDInter1568,Ranitidine,DDInter741,Flibanserin,Moderate
DDInter1568,Ranitidine,DDInter900,Ibuprofen,Minor
DDInter1568,Ranitidine,DDInter1008,Ketoconazole,Moderate
DDInter1568,Ranitidine,DDInter1118,Magnesium hydroxide,Minor
DDInter1266,Naproxen,DDInter1568,Ranitidine,Moderate
DDInter1886,Trospium,DDInter1568,Ranitidine,Moderate
DDInter85,Amphotericin B,DDInter1559,Rabeprazole,Moderate
DDInter86,Amphotericin B (cholesteryl sulfate),DDInter1559,Rabeprazole,Moderate
DDInter87,Amphotericin B (lipid complex),DDInter1559,Rabeprazole,Moderate
DDInter88,Amphotericin B (liposomal),DDInter1559,Rabeprazole,Moderate
DDInter179,Bendroflumethiazide,DDInter1559,Rabeprazole,Moderate
DDInter188,Benzthiazide,DDInter1559,Rabeprazole,Moderate
DDInter248,Bumetanide,DDInter1559,Rabeprazole,Moderate
DDInter360,Chlorothiazide,DDInter1559,Rabeprazole,Moderate
DDInter365,Chlorthalidone,DDInter1559,Rabeprazole,Moderate
DDInter1559,Rabeprazole,DDInter741,Flibanserin,Moderate
DDInter790,Furosemide,DDInter1559,Rabeprazole,Moderate
DDInter883,Hydrochlorothiazide,DDInter1559,Rabeprazole,Moderate
DDInter889,Hydroflumethiazide,DDInter1559,Rabeprazole,Moderate
DDInter916,Indapamide,DDInter1559,Rabeprazole,Moderate
DDInter1008,Ketoconazole,DDInter1559,Rabeprazole,Moderate
DDInter1199,Metolazone,DDInter1559,Rabeprazole,Moderate
DDInter1266,Naproxen,DDInter1559,Rabeprazole,Moderate
DDInter1559,Rabeprazole,DDInter1490,Polythiazide,Moderate
DDInter1836,Torasemide,DDInter1559,Rabeprazole,Moderate
DDInter1861,Trichlormethiazide,DDInter1559,Rabeprazole,Moderate
DDInter701,Etonogestrel,DDInter21,Acitretin,Major
DDInter1061,Levonorgestrel,DDInter21,Acitretin,Major
DDInter21,Acitretin,DDInter1137,Medroxyprogesterone acetate,Major
DDInter21,Acitretin,DDInter1312,Norethisterone,Major
DDInter21,Acitretin,DDInter1315,Norgestrel,Major
DDInter21,Acitretin,DDInter1374,Oxytetracycline,Major
DDInter480,Darifenacin,DDInter22,Aclidinium,Moderate
DDInter731,Fesoterodine,DDInter22,Aclidinium,Moderate
DDInter738,Flavoxate,DDInter22,Aclidinium,Moderate
DDInter1365,Oxybutynin,DDInter22,Aclidinium,Moderate
DDInter1696,Solifenacin,DDInter22,Aclidinium,Moderate
DDInter1832,Tolterodine,DDInter22,Aclidinium,Moderate
DDInter1886,Trospium,DDInter22,Aclidinium,Moderate
DDInter44,Alfuzosin,DDInter776,Formoterol,Moderate
DDInter109,Apomorphine,DDInter776,Formoterol,Moderate
DDInter179,Bendroflumethiazide,DDInter776,Formoterol,Moderate
DDInter188,Benzthiazide,DDInter776,Formoterol,Moderate
DDInter248,Bumetanide,DDInter776,Formoterol,Moderate
DDInter360,Chlorothiazide,DDInter776,Formoterol,Moderate
DDInter365,Chlorthalidone,DDInter776,Formoterol,Moderate
DDInter776,Formoterol,DDInter540,Diclofenamide,Moderate
DDInter790,Furosemide,DDInter776,Formoterol,Moderate
DDInter776,Formoterol,DDInter883,Hydrochlorothiazide,Moderate
DDInter889,Hydroflumethiazide,DDInter776,Formoterol,Moderate
DDInter916,Indapamide,DDInter776,Formoterol,Moderate
DDInter776,Formoterol,DDInter1008,Ketoconazole,Moderate
DDInter1167,Methazolamide,DDInter776,Formoterol,Moderate
DDInter1199,Metolazone,DDInter776,Formoterol,Moderate
DDInter1215,Mifepristone,DDInter776,Formoterol,Moderate
DDInter1375,Oxytocin,DDInter776,Formoterol,Moderate
DDInter776,Formoterol,DDInter1490,Polythiazide,Moderate
DDInter1606,Ritodrine,DDInter776,Formoterol,Moderate
DDInter776,Formoterol,DDInter1696,Solifenacin,Moderate
DDInter1836,Torasemide,DDInter776,Formoterol,Moderate
DDInter776,Formoterol,DDInter1861,Trichlormethiazide,Moderate
DDInter1918,Vardenafil,DDInter776,Formoterol,Moderate
DDInter776,Formoterol,DDInter1925,Vemurafenib,Moderate
DDInter44,Alfuzosin,DDInter1545,Pseudoephedrine,Moderate
DDInter1545,Pseudoephedrine,DDInter80,Ammonium chloride,Minor
DDInter109,Apomorphine,DDInter23,Acrivastine,Moderate
DDInter124,Ascorbic acid,DDInter1545,Pseudoephedrine,Minor
DDInter1545,Pseudoephedrine,DDInter243,Bromocriptine,Moderate
DDInter480,Darifenacin,DDInter23,Acrivastine,Moderate
DDInter1545,Pseudoephedrine,DDInter664,Ergometrine,Major
DDInter731,Fesoterodine,DDInter23,Acrivastine,Moderate
DDInter738,Flavoxate,DDInter23,Acrivastine,Moderate
DDInter741,Flibanserin,DDInter23,Acrivastine,Moderate
DDInter1187,Methylergometrine,DDInter1545,Pseudoephedrine,Major
DDInter1365,Oxybutynin,DDInter23,Acrivastine,Moderate
DDInter1375,Oxytocin,DDInter1545,Pseudoephedrine,Moderate
DDInter1545,Pseudoephedrine,DDInter1606,Ritodrine,Moderate
DDInter1545,Pseudoephedrine,DDInter1667,Silodosin,Moderate
DDInter1545,Pseudoephedrine,DDInter1015,Lactic acid,Moderate
DDInter1696,Solifenacin,DDInter23,Acrivastine,Moderate
DDInter1745,Tamsulosin,DDInter1545,Pseudoephedrine,Moderate
DDInter1545,Pseudoephedrine,DDInter1767,Terazosin,Moderate
DDInter1832,Tolterodine,DDInter23,Acrivastine,Moderate
DDInter1886,Trospium,DDInter23,Acrivastine,Moderate
DDInter1971,Zonisamide,DDInter23,Acrivastine,Major
DDInter598,Doxycycline,DDInter179,Bendroflumethiazide,Minor
DDInter598,Doxycycline,DDInter188,Benzthiazide,Minor
DDInter598,Doxycycline,DDInter248,Bumetanide,Minor
DDInter598,Doxycycline,DDInter272,Calcium chloride,Moderate
DDInter598,Doxycycline,DDInter360,Chlorothiazide,Minor
DDInter598,Doxycycline,DDInter365,Chlorthalidone,Minor
DDInter598,Doxycycline,DDInter540,Diclofenamide,Minor
DDInter598,Doxycycline,DDInter664,Ergometrine,Moderate
DDInter598,Doxycycline,DDInter692,Ethinylestradiol,Moderate
DDInter598,Doxycycline,DDInter790,Furosemide,Minor
DDInter598,Doxycycline,DDInter883,Hydrochlorothiazide,Minor
DDInter598,Doxycycline,DDInter889,Hydroflumethiazide,Minor
DDInter598,Doxycycline,DDInter916,Indapamide,Minor
DDInter598,Doxycycline,DDInter1118,Magnesium hydroxide,Moderate
DDInter598,Doxycycline,DDInter1167,Methazolamide,Minor
DDInter598,Doxycycline,DDInter1187,Methylergometrine,Moderate
DDInter598,Doxycycline,DDInter1199,Metolazone,Minor
DDInter598,Doxycycline,DDInter1490,Polythiazide,Minor
DDInter598,Doxycycline,DDInter1015,Lactic acid,Moderate
DDInter1836,Torasemide,DDInter598,Doxycycline,Minor
DDInter598,Doxycycline,DDInter1861,Trichlormethiazide,Minor
DDInter179,Bendroflumethiazide,DDInter1010,Ketorolac,Moderate
DDInter1010,Ketorolac,DDInter188,Benzthiazide,Moderate
DDInter1010,Ketorolac,DDInter248,Bumetanide,Moderate
DDInter1010,Ketorolac,DDInter336,Celecoxib,Major
DDInter1010,Ketorolac,DDInter360,Chlorothiazide,Moderate
DDInter365,Chlorthalidone,DDInter1010,Ketorolac,Moderate
DDInter1010,Ketorolac,DDInter604,Drospirenone,Moderate
DDInter1010,Ketorolac,DDInter790,Furosemide,Moderate
DDInter1010,Ketorolac,DDInter883,Hydrochlorothiazide,Moderate
DDInter1010,Ketorolac,DDInter889,Hydroflumethiazide,Moderate
DDInter1010,Ketorolac,DDInter900,Ibuprofen,Major
DDInter1010,Ketorolac,DDInter916,Indapamide,Moderate
DDInter1010,Ketorolac,DDInter1199,Metolazone,Moderate
DDInter1010,Ketorolac,DDInter1266,Naproxen,Major
DDInter1010,Ketorolac,DDInter1490,Polythiazide,Moderate
DDInter1010,Ketorolac,DDInter1522,Probenecid,Major
DDInter1010,Ketorolac,DDInter1725,Sulfasalazine,Moderate
DDInter1836,Torasemide,DDInter1010,Ketorolac,Moderate
DDInter1010,Ketorolac,DDInter1861,Trichlormethiazide,Moderate
DDInter25,Acyclovir,DDInter1522,Probenecid,Minor
DDInter25,Acyclovir,DDInter1725,Sulfasalazine,Moderate
DDInter1886,Trospium,DDInter25,Acyclovir,Moderate
DDInter44,Alfuzosin,DDInter1291,Nifedipine,Moderate
DDInter109,Apomorphine,DDInter1291,Nifedipine,Moderate
DDInter1291,Nifedipine,DDInter141,Avanafil,Moderate
DDInter223,Bosentan,DDInter1291,Nifedipine,Moderate
DDInter260,Cabergoline,DDInter1291,Nifedipine,Moderate
DDInter1291,Nifedipine,DDInter272,Calcium chloride,Moderate
DDInter416,Clotrimazole,DDInter1291,Nifedipine,Moderate
DDInter1291,Nifedipine,DDInter482,Darunavir,Moderate
DDInter1291,Nifedipine,DDInter611,Dutasteride,Moderate
DDInter1291,Nifedipine,DDInter664,Ergometrine,Moderate
DDInter1291,Nifedipine,DDInter731,Fesoterodine,Moderate
DDInter1291,Nifedipine,DDInter741,Flibanserin,Moderate
DDInter900,Ibuprofen,DDInter1291,Nifedipine,Moderate
DDInter1008,Ketoconazole,DDInter1291,Nifedipine,Moderate
DDInter1187,Methylergometrine,DDInter1291,Nifedipine,Moderate
DDInter1209,Miconazole,DDInter1291,Nifedipine,Moderate
DDInter1215,Mifepristone,DDInter1291,Nifedipine,Moderate
DDInter1291,Nifedipine,DDInter1229,Mirabegron,Minor
DDInter1266,Naproxen,DDInter1291,Nifedipine,Moderate
DDInter1666,Sildenafil,DDInter1291,Nifedipine,Moderate
DDInter1291,Nifedipine,DDInter1673,Simeprevir,Moderate
DDInter1291,Nifedipine,DDInter1696,Solifenacin,Moderate
DDInter1736,Tadalafil,DDInter1291,Nifedipine,Moderate
DDInter1291,Nifedipine,DDInter1767,Terazosin,Moderate
DDInter1832,Tolterodine,DDInter1291,Nifedipine,Moderate
DDInter1291,Nifedipine,DDInter1897,Ulipristal,Minor
DDInter1918,Vardenafil,DDInter1291,Nifedipine,Moderate
DDInter1971,Zonisamide,DDInter1291,Nifedipine,Moderate
DDInter27,Adalimumab,DDInter351,Chloramphenicol,Moderate
DDInter27,Adalimumab,DDInter604,Drospirenone,Moderate
DDInter27,Adalimumab,DDInter692,Ethinylestradiol,Moderate
DDInter27,Adalimumab,DDInter701,Etonogestrel,Moderate
DDInter27,Adalimumab,DDInter559,Diiodohydroxyquinoline,Moderate
DDInter27,Adalimumab,DDInter1061,Levonorgestrel,Moderate
